City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Joao Pinheiro,BR,-17.7425,-46.1725,64.83,28,100,2.01,overcast clouds
456,Mamit,IN,23.9333,92.4833,66.85,98,52,1.77,broken clouds
457,Novorzhev,RU,57.0294,29.3338,57.81,74,71,3.8,broken clouds
458,Moree,AU,-29.4667,149.85,54.61,88,100,10.87,light rain
459,Isiro,CD,2.7739,27.616,65.17,99,99,1.86,overcast clouds
460,Labuhan,ID,-6.8844,112.2051,76.84,88,70,5.5,broken clouds
461,Cidreira,BR,-30.1811,-50.2056,59.34,86,1,9.66,clear sky
462,Santa Cruz,BO,-17.8,-63.1667,73.45,38,0,5.75,clear sky
463,Birjand,IR,32.8663,59.2211,68.47,24,0,16.11,clear sky
464,Axim,GH,4.8699,-2.2405,74.86,85,100,6.73,overcast clouds
465,Ishigaki,JP,24.3448,124.1572,82.53,89,45,3.44,scattered clouds
466,Powell,US,40.1578,-83.0752,77.36,64,40,9.22,scattered clouds
467,Chake Chake,TZ,-5.2459,39.7666,72.64,81,66,10.09,broken clouds
468,Mayo,US,38.8876,-76.5119,88.21,55,0,8.05,clear sky
469,Matadi,CD,-5.8167,13.45,71.56,76,89,4.9,overcast clouds
470,Nizhniy Baskunchak,RU,48.2198,46.8311,82.71,35,63,17.47,broken clouds
471,San Pedro,PH,14.35,121.0167,78.35,90,20,0.0,few clouds
472,Harper,LR,4.375,-7.7169,76.42,76,100,9.82,overcast clouds
473,Chitral,PK,35.8462,71.7858,74.68,81,59,3.18,broken clouds
474,Kuminskiy,RU,58.6667,66.5667,56.7,98,99,6.62,overcast clouds
475,Camacupa,AO,-12.0167,17.4833,58.5,21,9,3.53,clear sky
476,Egvekinot,RU,66.3167,-179.1667,51.26,80,100,5.44,overcast clouds
477,Abu Kamal,SY,34.4506,40.9171,86.7,41,0,12.88,clear sky
478,North Bend,US,43.4065,-124.2243,75.24,94,100,8.05,mist
479,Teguise,ES,29.0605,-13.564,70.02,73,40,11.5,scattered clouds
480,Yaan,NG,7.3833,8.5667,70.59,98,100,6.67,light rain
481,Great Falls,US,47.5002,-111.3008,94.39,23,0,9.22,clear sky
482,Huejuquilla El Alto,MX,22.6,-103.8667,77.49,42,97,5.41,overcast clouds
483,North Adams,US,42.7009,-73.1087,80.13,45,20,8.05,few clouds
484,Binabalian,PH,16.4202,119.9279,81.21,79,97,3.18,overcast clouds
485,Zhaotong,CN,27.3167,103.7167,62.1,93,99,2.51,overcast clouds
486,Zhangjiakou,CN,40.81,114.8794,75.34,73,89,4.18,overcast clouds
487,Te Anau,NZ,-45.4167,167.7167,39.96,76,21,0.96,few clouds
488,Nyzhni Sirohozy,UA,46.8484,34.3804,77.77,46,97,12.62,light rain
489,Dekar,BW,-21.5333,21.9333,60.26,20,0,6.85,clear sky
490,Brooks,CA,50.5834,-111.8851,90.03,31,40,9.31,scattered clouds
491,Aranos,NA,-24.1333,19.1167,60.01,7,29,8.34,scattered clouds
492,Praia,CV,14.9215,-23.5087,79.34,78,20,12.66,few clouds
493,Mezen,RU,65.8522,44.24,56.97,97,66,9.82,broken clouds
494,Kiunga,PG,-6.1219,141.2906,73.49,99,100,2.55,overcast clouds
495,Camana,PE,-16.6228,-72.7111,61.68,79,53,4.94,broken clouds
496,Moberly,US,39.4184,-92.4382,90.43,48,0,4.61,clear sky
497,Zhangye,CN,38.9342,100.4517,80.53,55,1,1.01,clear sky
498,Luau,AO,-10.7073,22.2247,63.46,24,59,4.5,broken clouds
499,Kemptville,CA,45.0168,-75.641,75.45,56,0,7.61,clear sky
500,Cherskiy,RU,68.75,161.3,58.42,61,97,11.27,overcast clouds
501,Agarak,AM,39.2068,46.5446,65.41,75,2,2.37,clear sky
502,Port-Cartier,CA,50.0334,-66.8654,64.62,97,85,4.25,overcast clouds
503,Belle Fourche,US,44.6714,-103.8522,105.31,21,56,7.34,broken clouds
504,Grand Gaube,MU,-20.0064,57.6608,69.39,63,80,7.0,broken clouds
505,Yatou,CN,37.15,122.3833,75.79,87,22,3.76,few clouds
506,Half Moon Bay,US,37.4636,-122.4286,84.58,63,20,21.85,few clouds
507,Kivertsi,UA,50.8343,25.4582,62.91,95,69,6.98,broken clouds
508,Teguldet,RU,57.3064,88.1667,47.14,80,7,5.17,clear sky
509,Harrislee,DE,54.8,9.3833,62.1,87,5,5.75,clear sky
510,Kolokani,ML,13.5728,-8.0339,74.8,88,98,6.71,light rain
511,Beloslav,BG,43.1833,27.7,71.71,79,13,12.66,few clouds
512,Berdigestyakh,RU,62.0989,126.6992,65.25,73,35,2.53,scattered clouds
513,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,13.8,scattered clouds
514,Kulhudhuffushi,MV,6.6221,73.07,80.89,82,77,13.2,broken clouds
515,Enid,US,36.3956,-97.8784,96.03,33,0,6.91,clear sky
516,Muli,MV,2.9167,73.5667,80.78,79,26,7.38,scattered clouds
517,Broome,US,42.2506,-75.833,77.54,51,40,16.11,scattered clouds
518,Nyuksenitsa,RU,60.4128,44.2397,59.61,72,100,9.04,overcast clouds
519,Longview,US,32.5007,-94.7405,97.05,39,40,8.05,scattered clouds
520,Port Augusta,AU,-32.5,137.7667,51.3,84,29,5.84,scattered clouds
521,Basoko,CD,1.2391,23.616,72.77,90,100,1.28,overcast clouds
522,Huanuco,PE,-9.9329,-76.2415,66.16,76,63,7.14,broken clouds
523,Gizo,SB,-8.103,156.8419,82.38,71,97,5.1,overcast clouds
524,Eisenerz,AT,47.5333,14.8833,55.44,73,96,2.19,overcast clouds
525,Pringsewu,ID,-5.3582,104.9744,73.31,98,28,2.46,scattered clouds
526,Canandaigua,US,42.8742,-77.288,77.05,48,1,3.0,clear sky
527,Buchanan,LR,5.8808,-10.0467,75.79,85,96,9.4,light rain
528,Tshikapa,CD,-6.4167,20.8,72.54,24,35,2.93,scattered clouds
529,Shediac,CA,46.2198,-64.5411,73.92,68,75,8.05,broken clouds
530,Mairana,BO,-18.1167,-63.9333,48.11,90,0,2.62,clear sky
531,Gumdag,TM,39.2061,54.5906,82.6,23,0,15.52,clear sky
532,Thaton,MM,16.9206,97.3714,74.37,95,100,5.44,moderate rain
533,Qandala,SO,11.472,49.8728,87.12,55,100,9.66,overcast clouds
534,Mildura,AU,-34.2,142.15,50.07,62,57,15.97,broken clouds
535,Vila Velha,BR,-20.3297,-40.2925,73.35,77,0,11.99,clear sky
536,Pingdu,CN,36.7844,119.9464,75.4,93,8,5.97,clear sky
537,Eyemouth,GB,55.8713,-2.0901,62.24,69,15,5.59,few clouds
538,Bonavista,CA,48.6499,-53.1147,57.65,86,94,10.92,overcast clouds
539,Kaeo,NZ,-35.1,173.7833,55.33,70,0,8.5,clear sky
540,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,83.39,32,37,2.71,scattered clouds
541,Laguna,US,38.421,-121.4238,98.08,24,0,8.05,clear sky
542,Hokitika,NZ,-42.7167,170.9667,47.12,53,6,1.7,clear sky
543,Mayaky,UA,47.4408,29.5599,64.6,75,76,7.4,broken clouds
544,Kirando,TZ,-7.4167,30.6,73.04,53,22,8.23,few clouds
545,Pahalgam,IN,34.0333,75.3333,59.95,89,85,1.77,overcast clouds
546,Mbeya,TZ,-8.9,33.45,52.2,75,65,6.76,broken clouds
547,Nyurba,RU,63.2842,118.3319,62.31,79,95,2.01,overcast clouds
548,Muros,ES,42.7762,-9.0603,66.09,90,33,1.03,scattered clouds
549,Ancud,CL,-41.8697,-73.8203,48.72,93,100,14.94,moderate rain
550,Zhigansk,RU,66.7697,123.3711,50.0,70,58,23.71,broken clouds
551,Anahuac,MX,27.2333,-100.15,101.35,25,68,10.31,broken clouds
552,Melendugno,IT,40.2747,18.3368,77.09,83,0,5.75,clear sky
553,Sorong,ID,-0.8833,131.25,77.79,87,75,6.17,broken clouds
554,Bandiagara,ML,14.3501,-3.6104,84.13,62,82,10.13,broken clouds
555,Port Blair,IN,11.6667,92.75,81.19,80,100,15.03,overcast clouds
556,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.06,75,78,2.28,broken clouds
557,Teknaf,BD,20.8624,92.3058,77.65,91,99,2.93,light rain
558,Wadi Maliz,TN,36.4681,8.5495,80.26,68,0,2.13,clear sky
559,Echirolles,FR,45.1333,5.7167,76.48,54,15,4.27,few clouds
560,Tipuani,BO,-15.5648,-68.0185,68.94,84,2,0.49,clear sky
561,Jayanca,PE,-6.3908,-79.8219,76.28,62,57,11.1,broken clouds
562,Campina Verde,BR,-19.5356,-49.4864,61.63,53,0,5.39,clear sky
563,Carauari,BR,-4.8828,-66.8958,79.39,62,87,0.98,overcast clouds
564,Zhigalovo,RU,54.8097,105.1578,54.05,92,79,2.91,broken clouds
565,Marsh Harbour,BS,26.5412,-77.0636,82.85,69,0,11.54,clear sky
566,Balikpapan,ID,-1.2675,116.8289,77.99,100,20,2.3,few clouds
567,Beringovskiy,RU,63.05,179.3167,53.74,82,100,10.56,overcast clouds
568,Saint-Ambroise,CA,48.5501,-71.3324,70.12,68,52,10.31,broken clouds
569,Cockburn Town,TC,21.4612,-71.1419,81.91,76,11,18.72,few clouds
570,Progreso,MX,21.2833,-89.6667,82.11,78,73,12.12,broken clouds
571,Alexandria,EG,31.2156,29.9553,75.74,65,0,5.44,clear sky
572,Noumea,NC,-22.2763,166.4572,72.0,99,46,15.23,scattered clouds
573,Porto Novo,BJ,6.4965,2.6036,76.82,85,100,7.49,overcast clouds
574,Beliator,IN,23.3333,87.2167,76.78,90,94,3.74,overcast clouds
575,Sembe,CG,1.6481,14.5806,71.85,89,99,3.0,overcast clouds
576,Erdaojiang,CN,41.7764,126.0319,65.95,95,51,1.41,broken clouds
577,Beipiao,CN,41.7919,120.7792,72.37,83,99,3.18,overcast clouds
578,Port Macquarie,AU,-31.4333,152.9167,54.9,73,100,5.97,overcast clouds
579,Evensk,RU,61.95,159.2333,54.68,94,100,5.84,overcast clouds
580,Port-De-Bouc,FR,43.4,4.9833,79.02,73,0,3.44,clear sky
581,Haines Junction,CA,60.7522,-137.5108,60.19,75,100,4.16,overcast clouds
582,Bilma,NE,18.6853,12.9164,93.65,11,29,8.57,scattered clouds
583,Seoul,KR,37.5683,126.9778,74.59,94,20,1.14,few clouds
584,Ler,SS,8.3018,30.1418,70.11,97,99,2.59,overcast clouds
585,Kalia,BD,23.0396,89.6328,76.64,95,48,3.85,scattered clouds
586,Chiang Khong,TH,20.2613,100.4046,72.97,100,100,2.48,overcast clouds
587,Jijiga,ET,9.35,42.8,61.34,87,99,19.1,overcast clouds
588,Kenai,US,60.5544,-151.2583,62.69,89,100,13.8,light rain
589,Miri,MY,4.4148,114.0089,78.94,100,40,3.44,scattered clouds
590,Firsanovka,RU,55.9536,37.2408,60.73,77,0,4.47,clear sky
591,Sisimiut,GL,66.9395,-53.6735,42.67,85,87,5.95,overcast clouds
592,Bucerias,MX,20.75,-105.3333,87.98,74,75,11.5,broken clouds
593,Abdulino,RU,53.7,53.6667,58.41,74,88,6.91,overcast clouds
594,Snasa,NO,64.2457,12.3778,51.57,98,100,4.23,overcast clouds
595,Palanga,LT,55.9175,21.0686,57.22,94,70,3.44,broken clouds
596,Rafai,CF,4.95,23.9167,68.9,99,100,2.3,moderate rain
597,Richards Bay,ZA,-28.783,32.0377,70.18,68,3,16.55,clear sky
598,Boyolangu,ID,-8.1181,111.8935,74.05,95,78,0.36,broken clouds
599,Dublin,US,37.7021,-121.9358,90.23,49,0,13.8,clear sky
600,Marzuq,YE,14.4,46.4667,78.85,65,100,7.63,overcast clouds
601,Skjervoy,NO,70.0311,20.9714,53.6,81,100,41.29,light rain
602,Tuy Hoa,VN,13.0833,109.3,77.68,79,97,8.68,overcast clouds
603,Aykhal,RU,66.0,111.5,44.08,96,100,22.26,overcast clouds
604,Corrente,BR,-3.7367,-43.3394,78.46,70,30,6.31,scattered clouds
605,Kieta,PG,-6.2167,155.6333,82.63,70,100,1.63,overcast clouds
606,Imeni Poliny Osipenko,RU,52.4201,136.4853,56.16,92,100,5.32,overcast clouds
607,Coahuayana,MX,18.7333,-103.6833,83.55,80,97,4.74,overcast clouds
608,Dunedin,NZ,-45.8742,170.5036,43.61,64,4,4.16,clear sky
609,Tura,IN,25.5198,90.2201,73.2,93,23,5.23,few clouds
610,Areka,ET,7.0667,37.7,60.01,95,99,0.92,light rain
611,Lata,PT,40.1629,-8.3327,59.54,95,0,1.07,clear sky
612,Emilio Carranza,MX,19.9711,-96.6114,83.75,70,28,6.17,scattered clouds
613,Enzan,JP,35.7,138.7333,80.55,97,100,4.7,overcast clouds
614,Lebanon,US,36.2081,-86.2911,87.67,74,20,8.05,few clouds
615,Luba,GQ,3.4568,8.5547,76.89,88,100,6.35,light rain
616,Vavuniya,LK,8.7514,80.4971,77.38,85,96,7.94,overcast clouds
617,Fare,PF,-16.7,-151.0167,78.42,74,0,13.62,clear sky
618,Tupik,RU,54.4253,119.9327,56.39,94,100,0.83,overcast clouds
619,Noyabrsk,RU,63.1994,75.4507,51.55,67,91,11.48,overcast clouds
620,Matanzas,CU,23.0411,-81.5775,86.76,70,40,11.5,scattered clouds
621,Vangaindrano,MG,-23.35,47.6,65.14,87,84,4.54,light rain
622,Maniwaki,CA,46.3834,-75.966,65.08,58,11,9.95,few clouds
623,Krasnovishersk,RU,60.4078,57.082,52.57,95,98,3.27,overcast clouds
624,Passo De Camaragibe,BR,-9.2368,-35.4901,76.55,92,5,3.56,clear sky
625,Tilichiki,RU,60.4667,166.1,55.08,86,99,7.05,overcast clouds
626,Aitape,PG,-3.1374,142.3475,81.95,73,64,2.13,broken clouds
627,Tobermory,CA,45.2501,-81.6665,65.8,72,0,17.27,clear sky
628,Jizan,SA,17.3333,42.6667,81.54,72,92,6.85,overcast clouds
629,Danville,US,36.586,-79.395,81.09,84,20,5.75,few clouds
630,Damavand,IR,35.7178,52.065,69.1,39,0,3.44,clear sky
631,Clinton,US,42.587,-82.9199,77.85,56,20,16.11,few clouds
632,Cap Malheureux,MU,-19.9842,57.6142,69.48,65,79,7.0,broken clouds
633,Komyshuvakha,UA,47.7176,35.5288,80.56,39,100,18.86,overcast clouds
634,Borogontsy,RU,62.6683,131.1683,60.4,96,98,3.36,light rain
635,Jalu,LY,29.0331,21.5482,82.2,46,0,12.03,clear sky
636,Hervey Bay,AU,-25.2986,152.8535,61.02,94,100,11.99,overcast clouds
637,Ziyang,CN,29.2497,117.8547,82.62,75,84,1.05,broken clouds
638,Kamenka,RU,51.3223,42.7678,66.63,80,66,7.74,broken clouds
639,Tadine,NC,-21.55,167.8833,70.72,55,5,17.05,clear sky
640,Sakaiminato,JP,35.55,133.2333,82.33,89,75,5.75,broken clouds
641,Sibu,MY,2.3,111.8167,79.11,88,40,2.3,scattered clouds
642,Novyy Urengoy,RU,66.0833,76.6333,57.36,55,100,12.33,overcast clouds
643,Casablanca,MA,33.5928,-7.6192,73.62,79,49,7.56,scattered clouds
644,Karratha,AU,-20.7377,116.8463,63.1,24,13,19.69,few clouds
645,Loukhi,RU,66.0764,33.0381,54.84,67,66,9.22,broken clouds
646,Ryotsu,JP,38.0833,138.4333,80.26,81,100,6.69,overcast clouds
647,Healdsburg,US,38.6105,-122.8692,95.31,36,0,10.36,clear sky
648,High Level,CA,58.5169,-117.136,60.91,63,75,3.44,broken clouds
649,Gazanjyk,TM,39.2446,55.5154,81.36,24,0,11.68,clear sky
650,Puerto Madryn,AR,-42.7692,-65.0385,52.3,60,13,8.52,few clouds
651,Kefamenanu,ID,-9.4467,124.4781,72.07,90,81,4.32,broken clouds
652,Vaitape,PF,-16.5167,-151.75,78.44,75,10,14.56,clear sky
653,Bukama,CD,-9.2,25.85,70.61,31,78,2.66,broken clouds
654,Sola,VU,-13.8833,167.55,77.41,72,99,26.91,overcast clouds
655,Phan Thiet,VN,10.9333,108.1,75.11,90,52,5.55,broken clouds
656,Eureka,US,40.8021,-124.1637,76.68,74,12,8.01,few clouds
657,Sinnamary,GF,5.3833,-52.95,79.54,79,30,7.4,scattered clouds
658,Kyzyl,RU,51.7,94.45,61.84,79,94,1.7,overcast clouds
659,Amga,RU,60.8953,131.9608,57.09,88,100,1.32,light rain
660,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,53.64,87,19,6.04,few clouds
661,Utmanzai,PK,34.188,71.7629,79.41,87,88,5.79,overcast clouds
662,Kashi,CN,39.4547,75.9797,79.81,31,75,13.42,broken clouds
663,Tateyama,JP,34.9833,139.8667,83.1,82,95,18.88,overcast clouds
664,Mongoumba,CF,3.6415,18.5936,71.11,95,100,2.68,overcast clouds
665,Aloleng,PH,16.1307,119.7824,81.03,80,99,3.38,overcast clouds
666,Carutapera,BR,-1.195,-46.02,78.01,80,72,9.06,broken clouds
667,Sampit,ID,-2.5333,112.95,74.32,94,57,1.77,broken clouds
668,Sciacca,IT,37.5082,13.0881,76.46,69,28,3.31,scattered clouds
669,Zinder,NE,13.8072,8.9881,79.27,69,64,12.64,broken clouds
670,Taklisah,TN,36.7833,10.6333,79.54,72,0,4.12,clear sky
671,Kichera,RU,55.9375,110.0997,57.85,73,20,0.6,few clouds
672,Lingao,CN,19.9103,109.6859,78.87,90,99,8.81,overcast clouds
673,Arak,IR,34.0917,49.6892,73.33,32,0,2.26,clear sky
674,Yining,CN,29.0361,114.5636,80.71,74,96,2.01,overcast clouds
675,Zabid,YE,14.1951,43.3152,82.04,77,100,10.31,overcast clouds
676,Mint Hill,US,35.1796,-80.6473,83.8,73,0,8.05,clear sky
677,Hobyo,SO,5.3505,48.5268,76.05,75,35,23.51,scattered clouds
678,Rio Gallegos,AR,-51.6226,-69.2181,35.65,87,0,6.91,clear sky
679,Acaponeta,MX,22.4964,-105.3594,92.41,53,86,10.78,overcast clouds
680,Hirara,JP,24.8,125.2833,82.26,94,75,2.3,broken clouds
681,Puttur,IN,12.7667,75.2167,77.11,85,97,6.44,overcast clouds
682,Hailey,US,43.5196,-114.3153,91.89,36,0,10.36,clear sky
683,Coihaique,CL,-45.5752,-72.0662,44.55,76,75,6.91,broken clouds
684,Ocean City,US,39.2776,-74.5746,88.05,76,100,4.0,overcast clouds
